Probe run started 2026-04-22T22:21:53.368794+00:00

=== [1/74] WiiStream (http://www.wiistream.com) ===
ATS teamtailor https://impact-gumshields.teamtailor.com/jobs.json -> 404
PAGE http://www.sportsevents365.com/careers/ -> 404
ATS bamboohr https://volograms.bamboohr.com/careers/list -> 200
ATS breezy https://volograms.breezy.hr/json -> 200
ATS bamboohr https://impactgumshields.bamboohr.com/careers/list -> 200
ATS bamboohr https://impact-gumshields.bamboohr.com/careers/list -> 200
PAGE http://www.draftkings.com/jobs -> 404
ATS breezy https://impact-gumshields.breezy.hr/json -> 200
ATS personio https://sportendorse.jobs.personio.com/search.json -> 403
ATS personio https://sport-endorse.jobs.personio.com/search.json -> 403
ATS personio https://volograms.jobs.personio.com/search.json -> 403
PAGE http://www.covers.com/careers -> ERROR 400, message='Got more than 8190 bytes when reading: b"default-src \'none\'; object-src https://*.covers.com; base-uri https://*.covers.com; form-action http...".', url='https://www.covers.com/careers'
PAGE http://www.sportsevents365.com/jobs -> 404
ATS personio https://impactgumshields.jobs.personio.com/search.json -> 403
ATS personio https://impact-gumshields.jobs.personio.com/search.json -> 403
PAGE http://www.draftkings.com/jobs/ -> 404
PAGE https://www.volograms.com/careers -> 403
PAGE https://punditarena.com/careers -> 404
PAGE http://www.covers.com/careers/ -> ERROR 400, message='Got more than 8190 bytes when reading: b"default-src \'none\'; object-src https://*.covers.com; base-uri https://*.covers.com; form-action http...".', url='https://www.covers.com/careers/'
PAGE http://www.draftkings.com/join-us -> 404
PAGE http://www.sportsevents365.com/jobs/ -> 404
PAGE http://www.sportendorse.com/careers -> 200

=== [40/74] InStat Sport (https://instat.sport) ===
PAGE https://punditarena.com/careers/ -> 404
PAGE http://www.beasensors.com/careers -> 200
ATS smartrecruiters https://api.smartrecruiters.com/v1/companies/instatsport/postings -> 200
ATS greenhouse https://boards-api.greenhouse.io/v1/boards/instatsport/jobs -> 404
ATS greenhouse https://boards-api.greenhouse.io/v1/boards/instat-sport/jobs -> 404
ATS smartrecruiters https://api.smartrecruiters.com/v1/companies/instat-sport/postings -> 200
ATS smartrecruiters https://api.smartrecruiters.com/v1/companies/instat/postings -> 200
ATS greenhouse https://boards-api.greenhouse.io/v1/boards/instat/jobs -> 404
ATS ashby https://api.ashbyhq.com/posting-api/job-board/instatsport -> 404
ATS ashby https://api.ashbyhq.com/posting-api/job-board/instat-sport -> 404
ATS ashby https://api.ashbyhq.com/posting-api/job-board/instat -> 404
ATS lever https://api.lever.co/v0/postings/instat?mode=json -> 404
ATS lever https://api.lever.co/v0/postings/instatsport?mode=json -> 404
PAGE http://www.covers.com/jobs -> ERROR 400, message='Got more than 8190 bytes when reading: b"default-src \'none\'; object-src https://*.covers.com; base-uri https://*.covers.com; form-action http...".', url='https://www.covers.com/jobs'
ATS lever https://api.lever.co/v0/postings/instat-sport?mode=json -> 404

=== [41/74] ggCircuit (http://www.ggcircuit.com) ===
PAGE http://www.draftkings.com/work-with-us -> 404
ATS breezy https://impactgumshields.breezy.hr/json -> 200
ATS recruitee https://instatsport.recruitee.com/api/offers/ -> 404
ATS recruitee https://instat-sport.recruitee.com/api/offers/ -> 404
ATS recruitee https://instat.recruitee.com/api/offers/ -> 404
PAGE https://www.volograms.com/careers/ -> 403
ATS workable https://apply.workable.com/api/v3/accounts/instat-sport/jobs -> 403
ATS workable https://apply.workable.com/api/v3/accounts/instat/jobs -> 403
ATS workable https://apply.workable.com/api/v3/accounts/instatsport/jobs -> 403
ATS smartrecruiters https://api.smartrecruiters.com/v1/companies/ggcircuit/postings -> 200
ATS greenhouse https://boards-api.greenhouse.io/v1/boards/ggcircuit/jobs -> 404
ATS teamtailor https://instatsport.teamtailor.com/jobs.json -> 404
ATS ashby https://api.ashbyhq.com/posting-api/job-board/ggcircuit -> 404
ATS lever https://api.lever.co/v0/postings/ggcircuit?mode=json -> 404
ATS teamtailor https://instat.teamtailor.com/jobs.json -> 404
ATS teamtailor https://instat-sport.teamtailor.com/jobs.json -> 404

=== [42/74] ProActive Stats (http://www.proactive-md.com) ===
PAGE https://punditarena.com/jobs -> 404
ATS workable https://apply.workable.com/api/v3/accounts/ggcircuit/jobs -> 403
ATS recruitee https://ggcircuit.recruitee.com/api/offers/ -> 404
ATS bamboohr https://instatsport.bamboohr.com/careers/list -> 200
ATS bamboohr https://instat-sport.bamboohr.com/careers/list -> 200
ATS bamboohr https://instat.bamboohr.com/careers/list -> 200
PAGE http://www.covers.com/jobs/ -> ERROR 400, message='Got more than 8190 bytes when reading: b"default-src \'none\'; object-src https://*.covers.com; base-uri https://*.covers.com; form-action http...".', url='https://www.covers.com/jobs/'
ATS greenhouse https://boards-api.greenhouse.io/v1/boards/proactivestats/jobs -> 404
ATS smartrecruiters https://api.smartrecruiters.com/v1/companies/proactivestats/postings -> 200
ATS smartrecruiters https://api.smartrecruiters.com/v1/companies/proactive-stats/postings -> 200
ATS smartrecruiters https://api.smartrecruiters.com/v1/companies/proactive-md/postings -> 200
ATS smartrecruiters https://api.smartrecruiters.com/v1/companies/proactivemd/postings -> 200
ATS greenhouse https://boards-api.greenhouse.io/v1/boards/proactive-stats/jobs -> 404
ATS greenhouse https://boards-api.greenhouse.io/v1/boards/proactive-md/jobs -> 404
ATS lever https://api.lever.co/v0/postings/proactivestats?mode=json -> 404
ATS greenhouse https://boards-api.greenhouse.io/v1/boards/proactivemd/jobs -> 404
PAGE http://www.sportsevents365.com/join-us -> 404
ATS breezy https://instat-sport.breezy.hr/json -> 200
ATS breezy https://instat.breezy.hr/json -> 200
ATS breezy https://instatsport.breezy.hr/json -> 200
PAGE https://www.volograms.com/jobs -> 404
ATS teamtailor https://ggcircuit.teamtailor.com/jobs.json -> 404
ATS ashby https://api.ashbyhq.com/posting-api/job-board/proactive-md -> 404
ATS ashby https://api.ashbyhq.com/posting-api/job-board/proactivestats -> 404
ATS ashby https://api.ashbyhq.com/posting-api/job-board/proactivemd -> 404
ATS lever https://api.lever.co/v0/postings/proactive-stats?mode=json -> 404
ATS lever https://api.lever.co/v0/postings/proactivemd?mode=json -> 404
PAGE https://www.volograms.com/jobs/ -> 404
ATS ashby https://api.ashbyhq.com/posting-api/job-board/proactive-stats -> 404
PAGE http://www.draftkings.com/company/careers -> 404
PAGE https://punditarena.com/jobs/ -> 404
ATS bamboohr https://ggcircuit.bamboohr.com/careers/list -> 200
ATS teamtailor https://proactivemd.teamtailor.com/jobs.json -> 404
PAGE http://www.impactgumshields.com/careers -> 200

=== [43/74] GameGolf (http://www.gamegolf.com) ===
ATS lever https://api.lever.co/v0/postings/proactive-md?mode=json -> 404
ATS smartrecruiters https://api.smartrecruiters.com/v1/companies/gamegolf/postings -> 200
ATS workable https://apply.workable.com/api/v3/accounts/gamegolf/jobs -> 403
ATS greenhouse https://boards-api.greenhouse.io/v1/boards/gamegolf/jobs -> 404
ATS recruitee https://gamegolf.recruitee.com/api/offers/ -> 404
ATS lever https://api.lever.co/v0/postings/gamegolf?mode=json -> 404
ATS ashby https://api.ashbyhq.com/posting-api/job-board/gamegolf -> 404
ATS bamboohr https://proactive-md.bamboohr.com/careers/list -> 200
PAGE https://punditarena.com/join-us -> 404
ATS teamtailor https://gamegolf.teamtailor.com/jobs.json -> 404
ATS recruitee https://proactivestats.recruitee.com/api/offers/ -> 404
ATS bamboohr https://proactivemd.bamboohr.com/careers/list -> 200
PAGE http://www.sportsevents365.com/work-with-us -> 404
PAGE https://punditarena.com/work-with-us -> 404
ATS breezy https://proactive-stats.breezy.hr/json -> 200
ATS breezy https://proactive-md.breezy.hr/json -> 200
ATS workable https://apply.workable.com/api/v3/accounts/proactive-md/jobs -> 403
ATS recruitee https://proactive-stats.recruitee.com/api/offers/ -> 404
ATS workable https://apply.workable.com/api/v3/accounts/proactive-stats/jobs -> 403
ATS workable https://apply.workable.com/api/v3/accounts/proactivestats/jobs -> 403
ATS recruitee https://proactivemd.recruitee.com/api/offers/ -> 404
PAGE https://punditarena.com/company/careers -> 404
ATS workable https://apply.workable.com/api/v3/accounts/proactivemd/jobs -> 403
ATS teamtailor https://proactivestats.teamtailor.com/jobs.json -> 404
ATS recruitee https://proactive-md.recruitee.com/api/offers/ -> 404
ATS bamboohr https://gamegolf.bamboohr.com/careers/list -> 200
PAGE https://www.volograms.com/join-us -> 404
ATS teamtailor https://proactive-md.teamtailor.com/jobs.json -> 404
PAGE http://www.covers.com/join-us -> ERROR 400, message='Got more than 8190 bytes when reading: b"default-src \'none\'; object-src https://*.covers.com; base-uri https://*.covers.com; form-action http...".', url='https://www.covers.com/join-us'
ATS teamtailor https://proactive-stats.teamtailor.com/jobs.json -> 404
ATS breezy https://proactivemd.breezy.hr/json -> 200
ATS personio https://ggcircuit.jobs.personio.com/search.json -> 403
PAGE https://www.volograms.com/work-with-us -> 404
ATS personio https://instat.jobs.personio.com/search.json -> 403
PAGE https://www.volograms.com/company/careers -> 404
PAGE https://www.volograms.com/about/careers -> 404
ATS breezy https://gamegolf.breezy.hr/json -> 200
ATS bamboohr https://proactivestats.bamboohr.com/careers/list -> 200
PAGE https://www.volograms.com/company/jobs -> 404
ATS breezy https://ggcircuit.breezy.hr/json -> 200
PAGE https://www.volograms.com/about/jobs -> 404

=== [45/74] BRS Golf (http://www.brsgolf.com) ===
PAGE http://www.sportsevents365.com/company/careers -> 404
ATS bamboohr https://proactive-stats.bamboohr.com/careers/list -> 200
ATS breezy https://proactivestats.breezy.hr/json -> 200
ATS personio https://proactive-md.jobs.personio.com/search.json -> 403
ATS smartrecruiters https://api.smartrecruiters.com/v1/companies/brsgolf/postings -> 200
ATS smartrecruiters https://api.smartrecruiters.com/v1/companies/brs-golf/postings -> 200
ATS greenhouse https://boards-api.greenhouse.io/v1/boards/brs-golf/jobs -> 404
ATS greenhouse https://boards-api.greenhouse.io/v1/boards/brsgolf/jobs -> 404
ATS ashby https://api.ashbyhq.com/posting-api/job-board/brsgolf -> 404
ATS lever https://api.lever.co/v0/postings/brsgolf?mode=json -> 404
PAGE https://punditarena.com/about/careers -> 404
ATS lever https://api.lever.co/v0/postings/brs-golf?mode=json -> 404
ATS personio https://instat-sport.jobs.personio.com/search.json -> 403
ATS ashby https://api.ashbyhq.com/posting-api/job-board/brs-golf -> 404
ATS personio https://proactivemd.jobs.personio.com/search.json -> 403
ATS personio https://instatsport.jobs.personio.com/search.json -> 403
PAGE http://www.draftkings.com/about/careers -> 404
ATS workable https://apply.workable.com/api/v3/accounts/brs-golf/jobs -> 403
ATS workable https://apply.workable.com/api/v3/accounts/brsgolf/jobs -> 403
ATS recruitee https://brs-golf.recruitee.com/api/offers/ -> 404
ATS recruitee https://brsgolf.recruitee.com/api/offers/ -> 404
ATS personio https://gamegolf.jobs.personio.com/search.json -> 403
PAGE https://punditarena.com/company/jobs -> 404
PAGE http://www.covers.com/work-with-us -> ERROR 400, message='Got more than 8190 bytes when reading: b"default-src \'none\'; object-src https://*.covers.com; base-uri https://*.covers.com; form-action http...".', url='https://www.covers.com/work-with-us'
PAGE https://instat.sport/careers -> ERROR Cannot connect to host instat.sport:443 ssl:default [getaddrinfo failed]
PAGE https://instat.sport/careers/ -> ERROR Cannot connect to host instat.sport:443 ssl:default [getaddrinfo failed]
PAGE https://instat.sport/jobs -> ERROR Cannot connect to host instat.sport:443 ssl:default [getaddrinfo failed]
PAGE https://instat.sport/jobs/ -> ERROR Cannot connect to host instat.sport:443 ssl:default [getaddrinfo failed]
PAGE https://instat.sport/join-us -> ERROR Cannot connect to host instat.sport:443 ssl:default [getaddrinfo failed]
PAGE https://instat.sport/work-with-us -> ERROR Cannot connect to host instat.sport:443 ssl:default [getaddrinfo failed]
PAGE https://instat.sport/company/careers -> ERROR Cannot connect to host instat.sport:443 ssl:default [getaddrinfo failed]
PAGE https://instat.sport/about/careers -> ERROR Cannot connect to host instat.sport:443 ssl:default [getaddrinfo failed]
PAGE https://instat.sport/company/jobs -> ERROR Cannot connect to host instat.sport:443 ssl:default [getaddrinfo failed]
PAGE https://instat.sport/about/jobs -> ERROR Cannot connect to host instat.sport:443 ssl:default [getaddrinfo failed]

=== [46/74] Blizzard Entertainment (http://www.blizzard.com) ===
ATS teamtailor https://brs-golf.teamtailor.com/jobs.json -> 404
ATS teamtailor https://brsgolf.teamtailor.com/jobs.json -> 404
ATS smartrecruiters https://api.smartrecruiters.com/v1/companies/blizzardentertainment/postings -> 200
PAGE https://punditarena.com/about/jobs -> 404

=== [47/74] Nutritics (http://www.nutritics.com) ===
ATS greenhouse https://boards-api.greenhouse.io/v1/boards/blizzardentertainment/jobs -> 404
ATS smartrecruiters https://api.smartrecruiters.com/v1/companies/blizzard-entertainment/postings -> 200
ATS smartrecruiters https://api.smartrecruiters.com/v1/companies/blizzard/postings -> 200
ATS greenhouse https://boards-api.greenhouse.io/v1/boards/blizzard-entertainment/jobs -> 404
ATS greenhouse https://boards-api.greenhouse.io/v1/boards/blizzard/jobs -> 404
ATS ashby https://api.ashbyhq.com/posting-api/job-board/blizzardentertainment -> 404
ATS lever https://api.lever.co/v0/postings/blizzardentertainment?mode=json -> 404
ATS lever https://api.lever.co/v0/postings/blizzard-entertainment?mode=json -> 404
ATS ashby https://api.ashbyhq.com/posting-api/job-board/blizzard-entertainment -> 404
ATS ashby https://api.ashbyhq.com/posting-api/job-board/blizzard -> 404
ATS bamboohr https://brsgolf.bamboohr.com/careers/list -> 200
ATS smartrecruiters https://api.smartrecruiters.com/v1/companies/nutritics/postings -> 200
PAGE http://www.rugbypass.com/careers -> TIMEOUT
ATS greenhouse https://boards-api.greenhouse.io/v1/boards/nutritics/jobs -> 404
ATS workable https://apply.workable.com/api/v3/accounts/blizzard-entertainment/jobs -> 403
ATS recruitee https://blizzard-entertainment.recruitee.com/api/offers/ -> 404
ATS recruitee https://blizzardentertainment.recruitee.com/api/offers/ -> 404
ATS workable https://apply.workable.com/api/v3/accounts/blizzardentertainment/jobs -> 403
ATS recruitee https://blizzard.recruitee.com/api/offers/ -> 404
ATS workable https://apply.workable.com/api/v3/accounts/blizzard/jobs -> 403
ATS bamboohr https://brs-golf.bamboohr.com/careers/list -> 200
PAGE http://www.draftkings.com/company/jobs -> 404
PAGE http://www.sportsevents365.com/about/careers -> 404
ATS lever https://api.lever.co/v0/postings/nutritics?mode=json -> 404
ATS breezy https://brsgolf.breezy.hr/json -> 200
ATS personio https://proactivestats.jobs.personio.com/search.json -> 403
ATS workable https://apply.workable.com/api/v3/accounts/nutritics/jobs -> 403
ATS teamtailor https://blizzardentertainment.teamtailor.com/jobs.json -> 404
PAGE http://www.covers.com/company/careers -> ERROR 400, message='Got more than 8190 bytes when reading: b"default-src \'none\'; object-src https://*.covers.com; base-uri https://*.covers.com; form-action http...".', url='https://www.covers.com/company/careers'
ATS ashby https://api.ashbyhq.com/posting-api/job-board/nutritics -> 404
PAGE http://www.ggcircuit.com/careers -> 200

=== [48/74] TeamTalk (http://www.teamtalk.com) ===
ATS breezy https://brs-golf.breezy.hr/json -> 200
ATS recruitee https://nutritics.recruitee.com/api/offers/ -> 404
ATS personio https://proactive-stats.jobs.personio.com/search.json -> 403
ATS greenhouse https://boards-api.greenhouse.io/v1/boards/teamtalk/jobs -> 404
ATS smartrecruiters https://api.smartrecruiters.com/v1/companies/teamtalk/postings -> 200
ATS bamboohr https://blizzardentertainment.bamboohr.com/careers/list -> 200
ATS lever https://api.lever.co/v0/postings/blizzard?mode=json -> 404
ATS lever https://api.lever.co/v0/postings/teamtalk?mode=json -> 404
ATS ashby https://api.ashbyhq.com/posting-api/job-board/teamtalk -> 404
ATS bamboohr https://blizzard-entertainment.bamboohr.com/careers/list -> 200
ATS workable https://apply.workable.com/api/v3/accounts/teamtalk/jobs -> 403
ATS breezy https://blizzardentertainment.breezy.hr/json -> 200
ATS breezy https://blizzard-entertainment.breezy.hr/json -> 200
ATS teamtailor https://blizzard.teamtailor.com/jobs.json -> 404
ATS teamtailor https://blizzard-entertainment.teamtailor.com/jobs.json -> 404
ATS personio https://brsgolf.jobs.personio.com/search.json -> 403
ATS personio https://brs-golf.jobs.personio.com/search.json -> TIMEOUT (retrying)
PAGE http://www.gamegolf.com/careers -> TIMEOUT
ATS bamboohr https://blizzard.bamboohr.com/careers/list -> TIMEOUT (retrying)
ATS bamboohr https://nutritics.bamboohr.com/careers/list -> TIMEOUT (retrying)
ATS breezy https://blizzard.breezy.hr/json -> TIMEOUT (retrying)
ATS teamtailor https://nutritics.teamtailor.com/jobs.json -> TIMEOUT (retrying)
ATS breezy https://nutritics.breezy.hr/json -> TIMEOUT (retrying)
ATS personio https://nutritics.jobs.personio.com/search.json -> TIMEOUT (retrying)
ATS personio https://blizzardentertainment.jobs.personio.com/search.json -> TIMEOUT (retrying)
ATS personio https://blizzard-entertainment.jobs.personio.com/search.json -> TIMEOUT (retrying)
ATS personio https://blizzard.jobs.personio.com/search.json -> TIMEOUT (retrying)
ATS recruitee https://teamtalk.recruitee.com/api/offers/ -> TIMEOUT (retrying)
PAGE http://www.rugbypass.com/careers/ -> TIMEOUT
PAGE http://www.draftkings.com/about/jobs -> TIMEOUT
PAGE http://www.proactive-md.com/careers -> TIMEOUT
PAGE http://www.sportsevents365.com/company/jobs -> TIMEOUT
ATS bamboohr https://teamtalk.bamboohr.com/careers/list -> TIMEOUT (retrying)

=== [49/74] DB Sports Tours (http://www.dbsportstours.com) ===
ATS teamtailor https://teamtalk.teamtailor.com/jobs.json -> TIMEOUT (retrying)
ATS breezy https://teamtalk.breezy.hr/json -> TIMEOUT (retrying)
PAGE http://www.covers.com/about/careers -> TIMEOUT
ATS personio https://teamtalk.jobs.personio.com/search.json -> TIMEOUT (retrying)
ATS greenhouse https://boards-api.greenhouse.io/v1/boards/dbsportstours/jobs -> 404
ATS smartrecruiters https://api.smartrecruiters.com/v1/companies/dbsportstours/postings -> 200
ATS ashby https://api.ashbyhq.com/posting-api/job-board/dbsportstours -> 404
ATS lever https://api.lever.co/v0/postings/dbsportstours?mode=json -> 404
ATS lever https://api.lever.co/v0/postings/db-sports-tours?mode=json -> 404
ATS recruitee https://dbsportstours.recruitee.com/api/offers/ -> 404
ATS personio https://brs-golf.jobs.personio.com/search.json -> RETRY_ERROR 
ATS personio https://blizzardentertainment.jobs.personio.com/search.json -> RETRY_ERROR 
PAGE http://www.gamegolf.com/careers/ -> TIMEOUT
ATS bamboohr https://nutritics.bamboohr.com/careers/list -> RETRY_ERROR 
ATS bamboohr https://blizzard.bamboohr.com/careers/list -> RETRY_ERROR 
ATS teamtailor https://nutritics.teamtailor.com/jobs.json -> RETRY_ERROR 
ATS breezy https://nutritics.breezy.hr/json -> RETRY_ERROR 
ATS breezy https://blizzard.breezy.hr/json -> RETRY_ERROR 
ATS personio https://nutritics.jobs.personio.com/search.json -> RETRY_ERROR 
ATS personio https://blizzard.jobs.personio.com/search.json -> RETRY_ERROR 
ATS personio https://blizzard-entertainment.jobs.personio.com/search.json -> RETRY_ERROR 
ATS recruitee https://db-sports-tours.recruitee.com/api/offers/ -> TIMEOUT (retrying)
ATS bamboohr https://dbsportstours.bamboohr.com/careers/list -> TIMEOUT (retrying)
ATS recruitee https://teamtalk.recruitee.com/api/offers/ -> RETRY_ERROR 
PAGE http://www.rugbypass.com/jobs -> TIMEOUT
ATS bamboohr https://db-sports-tours.bamboohr.com/careers/list -> TIMEOUT (retrying)
ATS workable https://apply.workable.com/api/v3/accounts/dbsportstours/jobs -> TIMEOUT (retrying)
PAGE http://www.proactive-md.com/careers/ -> TIMEOUT
ATS workable https://apply.workable.com/api/v3/accounts/db-sports-tours/jobs -> TIMEOUT (retrying)
ATS ashby https://api.ashbyhq.com/posting-api/job-board/db-sports-tours -> TIMEOUT (retrying)
ATS bamboohr https://teamtalk.bamboohr.com/careers/list -> RETRY_ERROR 
ATS smartrecruiters https://api.smartrecruiters.com/v1/companies/db-sports-tours/postings -> TIMEOUT (retrying)
PAGE http://www.sportsevents365.com/about/jobs -> TIMEOUT

=== [50/74] Thrive Global (http://www.thriveglobal.com) ===
ATS breezy https://db-sports-tours.breezy.hr/json -> TIMEOUT (retrying)
ATS teamtailor https://db-sports-tours.teamtailor.com/jobs.json -> TIMEOUT (retrying)
ATS teamtailor https://dbsportstours.teamtailor.com/jobs.json -> TIMEOUT (retrying)
ATS teamtailor https://teamtalk.teamtailor.com/jobs.json -> RETRY_ERROR 
ATS breezy https://teamtalk.breezy.hr/json -> RETRY_ERROR 
ATS breezy https://dbsportstours.breezy.hr/json -> TIMEOUT (retrying)
ATS personio https://teamtalk.jobs.personio.com/search.json -> RETRY_ERROR 
ATS personio https://dbsportstours.jobs.personio.com/search.json -> TIMEOUT (retrying)
ATS greenhouse https://boards-api.greenhouse.io/v1/boards/db-sports-tours/jobs -> TIMEOUT (retrying)
PAGE http://www.covers.com/company/jobs -> TIMEOUT
ATS personio https://db-sports-tours.jobs.personio.com/search.json -> TIMEOUT (retrying)
PAGE http://www.blizzard.com/careers -> 404
PAGE http://www.blizzard.com/careers/ -> 404
PAGE http://www.blizzard.com/jobs -> 404
PAGE http://www.blizzard.com/jobs/ -> 404
PAGE http://www.blizzard.com/join-us -> 404
PAGE http://www.blizzard.com/work-with-us -> 404
PAGE http://www.blizzard.com/company/careers -> 404
PAGE http://www.blizzard.com/about/careers -> 404
PAGE http://www.blizzard.com/company/jobs -> 404
PAGE http://www.blizzard.com/about/jobs -> 404

=== [51/74] Eventmaster (http://www.eventmaster.ie) ===
PAGE http://www.brsgolf.com/careers -> TIMEOUT
ATS greenhouse https://boards-api.greenhouse.io/v1/boards/eventmaster/jobs -> 404
PAGE http://www.nutritics.com/careers -> TIMEOUT
PAGE http://www.gamegolf.com/jobs -> TIMEOUT
PAGE http://www.gamegolf.com/jobs/ -> 503
ATS greenhouse https://boards-api.greenhouse.io/v1/boards/db-sports-tours/jobs -> 404 (retry)
ATS greenhouse https://boards-api.greenhouse.io/v1/boards/thrive-global/jobs -> 404
ATS recruitee https://thrive-global.recruitee.com/api/offers/ -> TIMEOUT (retrying)
ATS recruitee https://thriveglobal.recruitee.com/api/offers/ -> TIMEOUT (retrying)
ATS recruitee https://db-sports-tours.recruitee.com/api/offers/ -> RETRY_ERROR 
PAGE http://www.rugbypass.com/jobs/ -> TIMEOUT
ATS bamboohr https://thrive-global.bamboohr.com/careers/list -> TIMEOUT (retrying)
ATS bamboohr https://thriveglobal.bamboohr.com/careers/list -> TIMEOUT (retrying)
ATS workable https://apply.workable.com/api/v3/accounts/thriveglobal/jobs -> TIMEOUT (retrying)
PAGE http://www.proactive-md.com/jobs -> TIMEOUT
ATS workable https://apply.workable.com/api/v3/accounts/thrive-global/jobs -> TIMEOUT (retrying)
ATS ashby https://api.ashbyhq.com/posting-api/job-board/db-sports-tours -> RETRY_ERROR 
ATS workable https://apply.workable.com/api/v3/accounts/db-sports-tours/jobs -> RETRY_ERROR 
ATS bamboohr https://db-sports-tours.bamboohr.com/careers/list -> RETRY_ERROR 
ATS bamboohr https://dbsportstours.bamboohr.com/careers/list -> RETRY_ERROR 
ATS workable https://apply.workable.com/api/v3/accounts/dbsportstours/jobs -> RETRY_ERROR 
ATS smartrecruiters https://api.smartrecruiters.com/v1/companies/db-sports-tours/postings -> RETRY_ERROR 
ATS ashby https://api.ashbyhq.com/posting-api/job-board/thrive-global -> TIMEOUT (retrying)
ATS smartrecruiters https://api.smartrecruiters.com/v1/companies/thriveglobal/postings -> TIMEOUT (retrying)
ATS ashby https://api.ashbyhq.com/posting-api/job-board/thriveglobal -> TIMEOUT (retrying)
ATS smartrecruiters https://api.smartrecruiters.com/v1/companies/thrive-global/postings -> TIMEOUT (retrying)
ATS lever https://api.lever.co/v0/postings/thriveglobal?mode=json -> TIMEOUT (retrying)
ATS teamtailor https://thriveglobal.teamtailor.com/jobs.json -> TIMEOUT (retrying)
ATS breezy https://dbsportstours.breezy.hr/json -> RETRY_ERROR 
ATS breezy https://thrive-global.breezy.hr/json -> TIMEOUT (retrying)
ATS teamtailor https://dbsportstours.teamtailor.com/jobs.json -> RETRY_ERROR 
ATS breezy https://db-sports-tours.breezy.hr/json -> RETRY_ERROR 
ATS teamtailor https://db-sports-tours.teamtailor.com/jobs.json -> RETRY_ERROR 
ATS teamtailor https://thrive-global.teamtailor.com/jobs.json -> TIMEOUT (retrying)
ATS lever https://api.lever.co/v0/postings/thrive-global?mode=json -> TIMEOUT (retrying)
ATS breezy https://thriveglobal.breezy.hr/json -> TIMEOUT (retrying)
ATS greenhouse https://boards-api.greenhouse.io/v1/boards/thriveglobal/jobs -> TIMEOUT (retrying)
ATS personio https://thriveglobal.jobs.personio.com/search.json -> TIMEOUT (retrying)
PAGE http://www.teamtalk.com/careers -> TIMEOUT
ATS personio https://thrive-global.jobs.personio.com/search.json -> TIMEOUT (retrying)
ATS personio https://dbsportstours.jobs.personio.com/search.json -> RETRY_ERROR 
ATS personio https://db-sports-tours.jobs.personio.com/search.json -> RETRY_ERROR 
PAGE http://www.covers.com/about/jobs -> TIMEOUT

=== [52/74] Ultimate Rugby Limited (https://www.ultimaterugby.com) ===
ATS greenhouse https://boards-api.greenhouse.io/v1/boards/thriveglobal/jobs -> 404 (retry)
ATS greenhouse https://boards-api.greenhouse.io/v1/boards/ultimate-rugby-limited/jobs -> 404
ATS greenhouse https://boards-api.greenhouse.io/v1/boards/ultimaterugbylimited/jobs -> 404
ATS recruitee https://thrive-global.recruitee.com/api/offers/ -> 404 (retry)
ATS recruitee https://eventmaster.recruitee.com/api/offers/ -> TIMEOUT (retrying)
ATS workable https://apply.workable.com/api/v3/accounts/eventmaster/jobs -> TIMEOUT (retrying)
ATS smartrecruiters https://api.smartrecruiters.com/v1/companies/eventmaster/postings -> TIMEOUT (retrying)
ATS bamboohr https://eventmaster.bamboohr.com/careers/list -> TIMEOUT (retrying)
ATS ashby https://api.ashbyhq.com/posting-api/job-board/eventmaster -> TIMEOUT (retrying)
ATS lever https://api.lever.co/v0/postings/eventmaster?mode=json -> TIMEOUT (retrying)
ATS teamtailor https://eventmaster.teamtailor.com/jobs.json -> TIMEOUT (retrying)
ATS breezy https://eventmaster.breezy.hr/json -> TIMEOUT (retrying)
ATS personio https://eventmaster.jobs.personio.com/search.json -> TIMEOUT (retrying)
PAGE http://www.brsgolf.com/careers/ -> TIMEOUT
PAGE http://www.gamegolf.com/join-us -> TIMEOUT
PAGE http://www.nutritics.com/careers/ -> TIMEOUT
ATS recruitee https://ultimate-rugby-limited.recruitee.com/api/offers/ -> TIMEOUT (retrying)
ATS recruitee https://ultimaterugby.recruitee.com/api/offers/ -> TIMEOUT (retrying)
ATS recruitee https://thriveglobal.recruitee.com/api/offers/ -> RETRY_ERROR 
PAGE http://www.dbsportstours.com/careers -> TIMEOUT
ATS breezy https://ultimaterugby.breezy.hr/json -> TIMEOUT (retrying)
PAGE http://www.rugbypass.com/join-us -> TIMEOUT
ATS recruitee https://ultimaterugbylimited.recruitee.com/api/offers/ -> TIMEOUT (retrying)
ATS workable https://apply.workable.com/api/v3/accounts/thriveglobal/jobs -> RETRY_ERROR 
ATS ashby https://api.ashbyhq.com/posting-api/job-board/ultimaterugby -> TIMEOUT (retrying)
ATS workable https://apply.workable.com/api/v3/accounts/ultimate-rugby-limited/jobs -> TIMEOUT (retrying)
ATS ashby https://api.ashbyhq.com/posting-api/job-board/thriveglobal -> RETRY_ERROR 
ATS ashby https://api.ashbyhq.com/posting-api/job-board/ultimaterugbylimited -> TIMEOUT (retrying)
ATS bamboohr https://ultimaterugby.bamboohr.com/careers/list -> TIMEOUT (retrying)
ATS bamboohr https://thrive-global.bamboohr.com/careers/list -> RETRY_ERROR 
ATS workable https://apply.workable.com/api/v3/accounts/ultimaterugby/jobs -> TIMEOUT (retrying)
